,Pearson Correlation,P-values,Category,Absolute Pearson Correlation
Gm10941,-0.015649786,0.584076079,Limb-Muscle_skeletal muscle satellite cell,0.015649786
Ifitm2,0.015633939,0.584456927,Limb-Muscle_skeletal muscle satellite cell,0.015633939
Appl1,-0.015633248,0.584473527,Limb-Muscle_skeletal muscle satellite cell,0.015633248
Bend5,-0.015616642,0.584872755,Limb-Muscle_skeletal muscle satellite cell,0.015616642
Ror2,0.015606586,0.585114574,Limb-Muscle_skeletal muscle satellite cell,0.015606586
Ccdc28b,-0.015593428,0.585431048,Limb-Muscle_skeletal muscle satellite cell,0.015593428
Mllt3,-0.015592004,0.585465309,Limb-Muscle_skeletal muscle satellite cell,0.015592004
Lrrc33,-0.015590873,0.585492504,Limb-Muscle_skeletal muscle satellite cell,0.015590873
Vamp4,0.015572527,0.585933925,Limb-Muscle_skeletal muscle satellite cell,0.015572527
Pla2g5,-0.015568639,0.586027505,Limb-Muscle_skeletal muscle satellite cell,0.015568639
Bfsp1,-0.015543646,0.58662914,Limb-Muscle_skeletal muscle satellite cell,0.015543646
Itpkc,0.015543074,0.586642911,Limb-Muscle_skeletal muscle satellite cell,0.015543074
E2f3,-0.015529276,0.586975205,Limb-Muscle_skeletal muscle satellite cell,0.015529276
Efr3b,0.015528882,0.586984681,Limb-Muscle_skeletal muscle satellite cell,0.015528882
Zmynd15,0.015524218,0.587097015,Limb-Muscle_skeletal muscle satellite cell,0.015524218
Ncapg2,-0.01552096,0.587175498,Limb-Muscle_skeletal muscle satellite cell,0.01552096
Agrn,0.015512892,0.587369855,Limb-Muscle_skeletal muscle satellite cell,0.015512892
Ephx2,-0.015510313,0.587432007,Limb-Muscle_skeletal muscle satellite cell,0.015510313
Steap1,0.015504197,0.587579359,Limb-Muscle_skeletal muscle satellite cell,0.015504197
Fzd7,-0.015504037,0.587583224,Limb-Muscle_skeletal muscle satellite cell,0.015504037
Dio3,0.015502043,0.58763127,Limb-Muscle_skeletal muscle satellite cell,0.015502043
Camk2d,0.015500939,0.587657866,Limb-Muscle_skeletal muscle satellite cell,0.015500939
Atp5s,0.015497231,0.587747225,Limb-Muscle_skeletal muscle satellite cell,0.015497231
Rasa4,0.015495768,0.587782476,Limb-Muscle_skeletal muscle satellite cell,0.015495768
Hprt,0.015486568,0.588004213,Limb-Muscle_skeletal muscle satellite cell,0.015486568
Ch25h,-0.015481505,0.588126271,Limb-Muscle_skeletal muscle satellite cell,0.015481505
Vps16,-0.015472474,0.588343997,Limb-Muscle_skeletal muscle satellite cell,0.015472474
Adam28,0.015460157,0.588640987,Limb-Muscle_skeletal muscle satellite cell,0.015460157
Zfp131,0.015451581,0.588847826,Limb-Muscle_skeletal muscle satellite cell,0.015451581
D16H22S680E,-0.015443868,0.589033879,Limb-Muscle_skeletal muscle satellite cell,0.015443868
Slc41a1,0.015432859,0.589299492,Limb-Muscle_skeletal muscle satellite cell,0.015432859
Dzip1,0.015428794,0.589397571,Limb-Muscle_skeletal muscle satellite cell,0.015428794
Kcnn1,0.015399831,0.590096663,Limb-Muscle_skeletal muscle satellite cell,0.015399831
Lgals3,-0.015396968,0.590165793,Limb-Muscle_skeletal muscle satellite cell,0.015396968
Smox,-0.015392881,0.590264468,Limb-Muscle_skeletal muscle satellite cell,0.015392881
Kazn,0.015388728,0.590364756,Limb-Muscle_skeletal muscle satellite cell,0.015388728
Lama4,-0.015376011,0.590671899,Limb-Muscle_skeletal muscle satellite cell,0.015376011
Faf2,-0.015364238,0.590956299,Limb-Muscle_skeletal muscle satellite cell,0.015364238
Phlpp2,0.015361108,0.591031937,Limb-Muscle_skeletal muscle satellite cell,0.015361108
Usp8,-0.01535565,0.591163807,Limb-Muscle_skeletal muscle satellite cell,0.01535565
Qpctl,0.015320926,0.592003137,Limb-Muscle_skeletal muscle satellite cell,0.015320926
Grem2,-0.015311637,0.592227758,Limb-Muscle_skeletal muscle satellite cell,0.015311637
Cd55,0.015311561,0.592229597,Limb-Muscle_skeletal muscle satellite cell,0.015311561
Zc3h12b,0.015292888,0.59268126,Limb-Muscle_skeletal muscle satellite cell,0.015292888
Cd52,0.01528064,0.592977598,Limb-Muscle_skeletal muscle satellite cell,0.01528064
Fam35a,-0.015279382,0.593008037,Limb-Muscle_skeletal muscle satellite cell,0.015279382
Tfcp2,-0.01527623,0.593084331,Limb-Muscle_skeletal muscle satellite cell,0.01527623
Edn1,0.015275756,0.593095804,Limb-Muscle_skeletal muscle satellite cell,0.015275756
Eif2s3y,0.015266617,0.593316976,Limb-Muscle_skeletal muscle satellite cell,0.015266617
Fnbp1l,0.015235109,0.594079823,Limb-Muscle_skeletal muscle satellite cell,0.015235109
Kif5a,0.015214491,0.594579248,Limb-Muscle_skeletal muscle satellite cell,0.015214491
Vmo1,0.015214491,0.594579248,Limb-Muscle_skeletal muscle satellite cell,0.015214491
1700010I14Rik,0.015214491,0.594579248,Limb-Muscle_skeletal muscle satellite cell,0.015214491
Spdya,0.015214491,0.594579248,Limb-Muscle_skeletal muscle satellite cell,0.015214491
Mc1r,0.015214491,0.594579248,Limb-Muscle_skeletal muscle satellite cell,0.015214491
2900079G21Rik,0.015214491,0.594579248,Limb-Muscle_skeletal muscle satellite cell,0.015214491
Cdkl5,0.015214491,0.594579248,Limb-Muscle_skeletal muscle satellite cell,0.015214491
Akt3,0.01520647,0.594773591,Limb-Muscle_skeletal muscle satellite cell,0.01520647
Glipr1,-0.01520325,0.594851611,Limb-Muscle_skeletal muscle satellite cell,0.01520325
Xpc,-0.015181591,0.595376591,Limb-Muscle_skeletal muscle satellite cell,0.015181591
Echdc3,-0.015180161,0.595411244,Limb-Muscle_skeletal muscle satellite cell,0.015180161
Lactb2,-0.015167934,0.595707698,Limb-Muscle_skeletal muscle satellite cell,0.015167934
Cbx5,-0.015167511,0.595717967,Limb-Muscle_skeletal muscle satellite cell,0.015167511
Pkn3,-0.01516357,0.595813518,Limb-Muscle_skeletal muscle satellite cell,0.01516357
Zfp420,0.015142413,0.596326688,Limb-Muscle_skeletal muscle satellite cell,0.015142413
Figf,-0.015140908,0.59636321,Limb-Muscle_skeletal muscle satellite cell,0.015140908
Psme4,-0.015137096,0.596455703,Limb-Muscle_skeletal muscle satellite cell,0.015137096
Smyd3,-0.015134287,0.596523849,Limb-Muscle_skeletal muscle satellite cell,0.015134287
Yy1,-0.01513002,0.596627394,Limb-Muscle_skeletal muscle satellite cell,0.01513002
Sulf2,-0.015118656,0.596903164,Limb-Muscle_skeletal muscle satellite cell,0.015118656
Plcd3,-0.015109314,0.597129926,Limb-Muscle_skeletal muscle satellite cell,0.015109314
0610010F05Rik,-0.015103763,0.597264676,Limb-Muscle_skeletal muscle satellite cell,0.015103763
Zfp959,-0.015094556,0.597488229,Limb-Muscle_skeletal muscle satellite cell,0.015094556
Gpr64,0.015074364,0.597978613,Limb-Muscle_skeletal muscle satellite cell,0.015074364
Batf2,0.015068479,0.598121566,Limb-Muscle_skeletal muscle satellite cell,0.015068479
Aatk,0.015066996,0.598157602,Limb-Muscle_skeletal muscle satellite cell,0.015066996
Cd22,-0.015046607,0.598653023,Limb-Muscle_skeletal muscle satellite cell,0.015046607
Cirh1a,0.015037004,0.598886405,Limb-Muscle_skeletal muscle satellite cell,0.015037004
Pecam1,0.015036743,0.598892748,Limb-Muscle_skeletal muscle satellite cell,0.015036743
Cnnm3,-0.015035169,0.598931022,Limb-Muscle_skeletal muscle satellite cell,0.015035169
Ido1,0.015024133,0.599199305,Limb-Muscle_skeletal muscle satellite cell,0.015024133
Il1b,0.015021668,0.59925925,Limb-Muscle_skeletal muscle satellite cell,0.015021668
Fam160a1,-0.015018816,0.599328599,Limb-Muscle_skeletal muscle satellite cell,0.015018816
Tmem100,0.015017666,0.599356554,Limb-Muscle_skeletal muscle satellite cell,0.015017666
Cpne2,-0.015015141,0.599417953,Limb-Muscle_skeletal muscle satellite cell,0.015015141
Fam134a,-0.015014371,0.599436681,Limb-Muscle_skeletal muscle satellite cell,0.015014371
Zfp467,-0.014999309,0.599802994,Limb-Muscle_skeletal muscle satellite cell,0.014999309
4930519F09Rik,0.014997981,0.599835307,Limb-Muscle_skeletal muscle satellite cell,0.014997981
Tmem102,0.014997981,0.599835307,Limb-Muscle_skeletal muscle satellite cell,0.014997981
9130015A21Rik,0.014997981,0.599835307,Limb-Muscle_skeletal muscle satellite cell,0.014997981
Prr18,0.014997981,0.599835307,Limb-Muscle_skeletal muscle satellite cell,0.014997981
Tcp10b,0.014997981,0.599835307,Limb-Muscle_skeletal muscle satellite cell,0.014997981
Dclk2,0.014997981,0.599835307,Limb-Muscle_skeletal muscle satellite cell,0.014997981
Gm3893,0.014997981,0.599835307,Limb-Muscle_skeletal muscle satellite cell,0.014997981
2310042D19Rik,0.014997981,0.599835307,Limb-Muscle_skeletal muscle satellite cell,0.014997981
Slamf9,0.01499031,0.600021895,Limb-Muscle_skeletal muscle satellite cell,0.01499031
Kcnk5,0.014988192,0.600073437,Limb-Muscle_skeletal muscle satellite cell,0.014988192
Nova2,0.014986456,0.600115678,Limb-Muscle_skeletal muscle satellite cell,0.014986456
Bcl7b,0.01498318,0.600195363,Limb-Muscle_skeletal muscle satellite cell,0.01498318
Ednra,0.014980163,0.600268787,Limb-Muscle_skeletal muscle satellite cell,0.014980163
Bcl2a1a,0.014975854,0.600373631,Limb-Muscle_skeletal muscle satellite cell,0.014975854
BC100451,0.014974349,0.600410267,Limb-Muscle_skeletal muscle satellite cell,0.014974349
Gclm,-0.014971898,0.60046991,Limb-Muscle_skeletal muscle satellite cell,0.014971898
Slc16a11,0.014951809,0.600958896,Limb-Muscle_skeletal muscle satellite cell,0.014951809
Lair1,0.014951338,0.600970363,Limb-Muscle_skeletal muscle satellite cell,0.014951338
5430407P10Rik,0.014940663,0.601230269,Limb-Muscle_skeletal muscle satellite cell,0.014940663
Klk8,-0.014937619,0.6013044,Limb-Muscle_skeletal muscle satellite cell,0.014937619
LOC545261,-0.014916356,0.601822277,Limb-Muscle_skeletal muscle satellite cell,0.014916356
Arl6ip6,-0.014912963,0.601904945,Limb-Muscle_skeletal muscle satellite cell,0.014912963
Ctdspl,-0.014909203,0.601996539,Limb-Muscle_skeletal muscle satellite cell,0.014909203
Tor1aip2,-0.014906249,0.602068529,Limb-Muscle_skeletal muscle satellite cell,0.014906249
Tppp,0.014899532,0.602232193,Limb-Muscle_skeletal muscle satellite cell,0.014899532
Abca2,-0.014896078,0.602316363,Limb-Muscle_skeletal muscle satellite cell,0.014896078
Ppp1cb,-0.014894002,0.602366948,Limb-Muscle_skeletal muscle satellite cell,0.014894002
Ndrg3,-0.014890175,0.602460215,Limb-Muscle_skeletal muscle satellite cell,0.014890175
Pawr,0.014889485,0.602477048,Limb-Muscle_skeletal muscle satellite cell,0.014889485
A330069E16Rik,-0.014886051,0.60256074,Limb-Muscle_skeletal muscle satellite cell,0.014886051
Plekhm1,0.014883174,0.60263086,Limb-Muscle_skeletal muscle satellite cell,0.014883174
Pde4dip,-0.014853144,0.603363077,Limb-Muscle_skeletal muscle satellite cell,0.014853144
Pias4,0.014851222,0.603409942,Limb-Muscle_skeletal muscle satellite cell,0.014851222
Pacs1,-0.014836481,0.603769524,Limb-Muscle_skeletal muscle satellite cell,0.014836481
Zfyve27,0.01483511,0.60380298,Limb-Muscle_skeletal muscle satellite cell,0.01483511
Fzd8,-0.014829816,0.603932137,Limb-Muscle_skeletal muscle satellite cell,0.014829816
Fam107a,-0.014828151,0.603972758,Limb-Muscle_skeletal muscle satellite cell,0.014828151
Gabpa,-0.014826272,0.604018622,Limb-Muscle_skeletal muscle satellite cell,0.014826272
Ctps2,-0.014813643,0.604326801,Limb-Muscle_skeletal muscle satellite cell,0.014813643
4930534B04Rik,-0.014794182,0.604801867,Limb-Muscle_skeletal muscle satellite cell,0.014794182
Tubgcp2,0.014793991,0.60480652,Limb-Muscle_skeletal muscle satellite cell,0.014793991
Cit,0.014784024,0.605049899,Limb-Muscle_skeletal muscle satellite cell,0.014784024
Snapc1,0.014777628,0.605206103,Limb-Muscle_skeletal muscle satellite cell,0.014777628
Cxcl14,-0.014772569,0.605329642,Limb-Muscle_skeletal muscle satellite cell,0.014772569
Pot1b,-0.014740838,0.606104892,Limb-Muscle_skeletal muscle satellite cell,0.014740838
Dph3,0.014733701,0.606279331,Limb-Muscle_skeletal muscle satellite cell,0.014733701
Lrrfip2,-0.014726692,0.606450656,Limb-Muscle_skeletal muscle satellite cell,0.014726692
Itpkb,-0.014722934,0.606542506,Limb-Muscle_skeletal muscle satellite cell,0.014722934
Stat4,0.014697426,0.607166233,Limb-Muscle_skeletal muscle satellite cell,0.014697426
Sip1,-0.014688198,0.607391954,Limb-Muscle_skeletal muscle satellite cell,0.014688198
Tfpi,0.014666641,0.607919366,Limb-Muscle_skeletal muscle satellite cell,0.014666641
Nudcd3,-0.014665641,0.607943838,Limb-Muscle_skeletal muscle satellite cell,0.014665641
Shkbp1,0.014662852,0.608012101,Limb-Muscle_skeletal muscle satellite cell,0.014662852
Fam120c,-0.014650108,0.608324013,Limb-Muscle_skeletal muscle satellite cell,0.014650108
Tnfrsf18,-0.01463307,0.60874115,Limb-Muscle_skeletal muscle satellite cell,0.01463307
Fam108b,-0.014626819,0.608894218,Limb-Muscle_skeletal muscle satellite cell,0.014626819
Dpp4,-0.014626571,0.60890028,Limb-Muscle_skeletal muscle satellite cell,0.014626571
Ncapd2,-0.014626157,0.608910421,Limb-Muscle_skeletal muscle satellite cell,0.014626157
Fancl,-0.014623295,0.608980521,Limb-Muscle_skeletal muscle satellite cell,0.014623295
Triobp,-0.01461473,0.609190286,Limb-Muscle_skeletal muscle satellite cell,0.01461473
Fcrla,0.014596474,0.609637529,Limb-Muscle_skeletal muscle satellite cell,0.014596474
Clec4a3,-0.014594759,0.609679548,Limb-Muscle_skeletal muscle satellite cell,0.014594759
Ccl9,-0.014585942,0.609895599,Limb-Muscle_skeletal muscle satellite cell,0.014585942
Vit,-0.014571425,0.610251424,Limb-Muscle_skeletal muscle satellite cell,0.014571425
Ablim1,-0.014566404,0.610374509,Limb-Muscle_skeletal muscle satellite cell,0.014566404
Tcf7l2,0.014530654,0.61125118,Limb-Muscle_skeletal muscle satellite cell,0.014530654
Ano10,-0.014529396,0.611282041,Limb-Muscle_skeletal muscle satellite cell,0.014529396
Rad18,0.014521016,0.61148764,Limb-Muscle_skeletal muscle satellite cell,0.014521016
Mutyh,-0.014497568,0.612063049,Limb-Muscle_skeletal muscle satellite cell,0.014497568
Wdr91,-0.014491698,0.612207141,Limb-Muscle_skeletal muscle satellite cell,0.014491698
Cog7,-0.014486042,0.612345996,Limb-Muscle_skeletal muscle satellite cell,0.014486042
BC026590,-0.014473016,0.612665808,Limb-Muscle_skeletal muscle satellite cell,0.014473016
E130304F04Rik,-0.014471753,0.612696827,Limb-Muscle_skeletal muscle satellite cell,0.014471753
Hspb7,-0.014470572,0.612725821,Limb-Muscle_skeletal muscle satellite cell,0.014470572
Dtx1,-0.014468864,0.612767775,Limb-Muscle_skeletal muscle satellite cell,0.014468864
Napg,-0.014463718,0.612894142,Limb-Muscle_skeletal muscle satellite cell,0.014463718
4921530L18Rik,0.014462698,0.612919204,Limb-Muscle_skeletal muscle satellite cell,0.014462698
Gm19897,0.014462698,0.612919204,Limb-Muscle_skeletal muscle satellite cell,0.014462698
A930015D03Rik,0.014462698,0.612919204,Limb-Muscle_skeletal muscle satellite cell,0.014462698
Mpdz,0.014461751,0.612942456,Limb-Muscle_skeletal muscle satellite cell,0.014461751
Rad51ap1,-0.014453769,0.613138515,Limb-Muscle_skeletal muscle satellite cell,0.014453769
Psmd5,-0.014447759,0.613286158,Limb-Muscle_skeletal muscle satellite cell,0.014447759
Nmnat3,-0.014443929,0.613380241,Limb-Muscle_skeletal muscle satellite cell,0.014443929
Apex2,-0.014442618,0.613412448,Limb-Muscle_skeletal muscle satellite cell,0.014442618
Slc25a45,-0.014428862,0.613750471,Limb-Muscle_skeletal muscle satellite cell,0.014428862
Fgd5,0.014424164,0.613865919,Limb-Muscle_skeletal muscle satellite cell,0.014424164
Ino80d,-0.014421563,0.613929861,Limb-Muscle_skeletal muscle satellite cell,0.014421563
Mtmr3,-0.014419944,0.613969637,Limb-Muscle_skeletal muscle satellite cell,0.014419944
Slc11a1,-0.014411651,0.614173496,Limb-Muscle_skeletal muscle satellite cell,0.014411651
Wdr35,0.014405994,0.614312561,Limb-Muscle_skeletal muscle satellite cell,0.014405994
Ptgr1,0.014399162,0.614480529,Limb-Muscle_skeletal muscle satellite cell,0.014399162
Ttc28,0.014398238,0.614503263,Limb-Muscle_skeletal muscle satellite cell,0.014398238
Atad5,0.014391088,0.614679058,Limb-Muscle_skeletal muscle satellite cell,0.014391088
Akap17b,-0.014386568,0.614790229,Limb-Muscle_skeletal muscle satellite cell,0.014386568
1110057K04Rik,-0.014383107,0.614875355,Limb-Muscle_skeletal muscle satellite cell,0.014383107
Dusp11,-0.014371954,0.61514968,Limb-Muscle_skeletal muscle satellite cell,0.014371954
Ppp2r2a,0.014368769,0.61522802,Limb-Muscle_skeletal muscle satellite cell,0.014368769
Tcf25,0.014364349,0.61533677,Limb-Muscle_skeletal muscle satellite cell,0.014364349
Runx2,0.014361862,0.615397951,Limb-Muscle_skeletal muscle satellite cell,0.014361862
Podn,0.014345065,0.615811291,Limb-Muscle_skeletal muscle satellite cell,0.014345065
Inpp5a,-0.014336792,0.616014911,Limb-Muscle_skeletal muscle satellite cell,0.014336792
Nckap1l,0.014332741,0.61611462,Limb-Muscle_skeletal muscle satellite cell,0.014332741
Rlim,0.014326474,0.616268902,Limb-Muscle_skeletal muscle satellite cell,0.014326474
C77080,-0.014324869,0.616308435,Limb-Muscle_skeletal muscle satellite cell,0.014324869
Hand2,-0.014323069,0.616352753,Limb-Muscle_skeletal muscle satellite cell,0.014323069
Il1rap,-0.014320336,0.616420021,Limb-Muscle_skeletal muscle satellite cell,0.014320336
Pnpla8,-0.014317629,0.616486693,Limb-Muscle_skeletal muscle satellite cell,0.014317629
Bdh1,-0.01431275,0.616606815,Limb-Muscle_skeletal muscle satellite cell,0.01431275
Ppfia1,0.01430727,0.616741783,Limb-Muscle_skeletal muscle satellite cell,0.01430727
Mme,-0.014293229,0.617087605,Limb-Muscle_skeletal muscle satellite cell,0.014293229
Vsig2,0.014288918,0.617193805,Limb-Muscle_skeletal muscle satellite cell,0.014288918
Gimap6,-0.014256527,0.617991998,Limb-Muscle_skeletal muscle satellite cell,0.014256527
4831440E17Rik,0.014197214,0.619454772,Limb-Muscle_skeletal muscle satellite cell,0.014197214
Tssc4,-0.01418974,0.619639206,Limb-Muscle_skeletal muscle satellite cell,0.01418974
Dok2,-0.014183678,0.619788817,Limb-Muscle_skeletal muscle satellite cell,0.014183678
Uvrag,0.014177756,0.619934968,Limb-Muscle_skeletal muscle satellite cell,0.014177756
2610016A17Rik,-0.01416139,0.620339,Limb-Muscle_skeletal muscle satellite cell,0.01416139
Zc3h6,0.014161357,0.620339809,Limb-Muscle_skeletal muscle satellite cell,0.014161357
Csgalnact2,0.014156644,0.620456181,Limb-Muscle_skeletal muscle satellite cell,0.014156644
Cep120,0.014142372,0.620808633,Limb-Muscle_skeletal muscle satellite cell,0.014142372
Gm16576,-0.014138335,0.620908337,Limb-Muscle_skeletal muscle satellite cell,0.014138335
Tnfaip1,-0.01413675,0.620947492,Limb-Muscle_skeletal muscle satellite cell,0.01413675
Alkbh6,0.014133147,0.621036498,Limb-Muscle_skeletal muscle satellite cell,0.014133147
Icam2,0.014132963,0.621041024,Limb-Muscle_skeletal muscle satellite cell,0.014132963
Gpr132,0.014115981,0.621460595,Limb-Muscle_skeletal muscle satellite cell,0.014115981
Ccni,0.01411223,0.621553262,Limb-Muscle_skeletal muscle satellite cell,0.01411223
Arih2,-0.014090261,0.622096251,Limb-Muscle_skeletal muscle satellite cell,0.014090261
E130203B14Rik,-0.014068428,0.622636082,Limb-Muscle_skeletal muscle satellite cell,0.014068428
Cnst,-0.014066774,0.622676983,Limb-Muscle_skeletal muscle satellite cell,0.014066774
Nt5e,-0.014061557,0.622805994,Limb-Muscle_skeletal muscle satellite cell,0.014061557
Cyp1b1,-0.014060004,0.622844405,Limb-Muscle_skeletal muscle satellite cell,0.014060004
Gdap10,-0.014054796,0.622973221,Limb-Muscle_skeletal muscle satellite cell,0.014054796
