,Pearson Correlation,P-values,Category,Absolute Pearson Correlation
Spag4,-0.011208333,0.610205882,Kidney_kidney proximal convoluted tubule epithelial cell,0.011208333
Slc10a7,-0.011196794,0.610573696,Kidney_kidney proximal convoluted tubule epithelial cell,0.011196794
Acvr2a,-0.011191162,0.610753241,Kidney_kidney proximal convoluted tubule epithelial cell,0.011191162
Zfp862,0.011189453,0.610807722,Kidney_kidney proximal convoluted tubule epithelial cell,0.011189453
Cramp1l,0.011182078,0.611042901,Kidney_kidney proximal convoluted tubule epithelial cell,0.011182078
C5ar1,0.011172813,0.611338378,Kidney_kidney proximal convoluted tubule epithelial cell,0.011172813
Ptbp2,0.011151212,0.612027531,Kidney_kidney proximal convoluted tubule epithelial cell,0.011151212
Mfap2,-0.011141368,0.612341689,Kidney_kidney proximal convoluted tubule epithelial cell,0.011141368
Crb3,0.011138893,0.612420706,Kidney_kidney proximal convoluted tubule epithelial cell,0.011138893
Taf1,0.011138495,0.612433405,Kidney_kidney proximal convoluted tubule epithelial cell,0.011138495
Lyrm5,-0.011136072,0.612510738,Kidney_kidney proximal convoluted tubule epithelial cell,0.011136072
Zfand2a,-0.011135972,0.61251396,Kidney_kidney proximal convoluted tubule epithelial cell,0.011135972
Apoa1,0.011129859,0.612709098,Kidney_kidney proximal convoluted tubule epithelial cell,0.011129859
Ppara,-0.011129793,0.612711216,Kidney_kidney proximal convoluted tubule epithelial cell,0.011129793
Zfp383,0.011120853,0.612996673,Kidney_kidney proximal convoluted tubule epithelial cell,0.011120853
Lsm10,-0.011120316,0.613013823,Kidney_kidney proximal convoluted tubule epithelial cell,0.011120316
Sema6b,-0.011119689,0.613033842,Kidney_kidney proximal convoluted tubule epithelial cell,0.011119689
Armcx5,-0.011119157,0.613050847,Kidney_kidney proximal convoluted tubule epithelial cell,0.011119157
Tet1,-0.011117065,0.613117635,Kidney_kidney proximal convoluted tubule epithelial cell,0.011117065
Xab2,-0.011114664,0.613194331,Kidney_kidney proximal convoluted tubule epithelial cell,0.011114664
Lyrm1,0.011114067,0.613213407,Kidney_kidney proximal convoluted tubule epithelial cell,0.011114067
Tor1aip2,-0.011111159,0.613306267,Kidney_kidney proximal convoluted tubule epithelial cell,0.011111159
Clu,-0.0111098,0.613349692,Kidney_kidney proximal convoluted tubule epithelial cell,0.0111098
Gdf11,-0.011100629,0.613642659,Kidney_kidney proximal convoluted tubule epithelial cell,0.011100629
4930563E18Rik,-0.011100629,0.613642659,Kidney_kidney proximal convoluted tubule epithelial cell,0.011100629
Lsm6,0.011098448,0.613712326,Kidney_kidney proximal convoluted tubule epithelial cell,0.011098448
Ppp1cb,-0.011097634,0.613738352,Kidney_kidney proximal convoluted tubule epithelial cell,0.011097634
Kcp,0.011095331,0.613811922,Kidney_kidney proximal convoluted tubule epithelial cell,0.011095331
Crls1,-0.011092211,0.613911615,Kidney_kidney proximal convoluted tubule epithelial cell,0.011092211
Ctdsp1,-0.011090026,0.613981439,Kidney_kidney proximal convoluted tubule epithelial cell,0.011090026
Ptcd1,0.011082852,0.614210738,Kidney_kidney proximal convoluted tubule epithelial cell,0.011082852
Adck2,0.011077753,0.614373702,Kidney_kidney proximal convoluted tubule epithelial cell,0.011077753
Cntfr,-0.011072952,0.614527188,Kidney_kidney proximal convoluted tubule epithelial cell,0.011072952
Rara,0.01106849,0.61466985,Kidney_kidney proximal convoluted tubule epithelial cell,0.01106849
F10,-0.011065279,0.614772495,Kidney_kidney proximal convoluted tubule epithelial cell,0.011065279
Myh10,0.011059224,0.614966141,Kidney_kidney proximal convoluted tubule epithelial cell,0.011059224
Rnf19b,0.011056125,0.615065221,Kidney_kidney proximal convoluted tubule epithelial cell,0.011056125
Sgol1,-0.011055913,0.615072003,Kidney_kidney proximal convoluted tubule epithelial cell,0.011055913
B4galt2,0.011049718,0.615270144,Kidney_kidney proximal convoluted tubule epithelial cell,0.011049718
Rnu11,0.011049718,0.615270144,Kidney_kidney proximal convoluted tubule epithelial cell,0.011049718
Slc6a2,0.011049718,0.615270144,Kidney_kidney proximal convoluted tubule epithelial cell,0.011049718
Efnb1,0.011044851,0.615425833,Kidney_kidney proximal convoluted tubule epithelial cell,0.011044851
1700029I15Rik,0.011028378,0.615952919,Kidney_kidney proximal convoluted tubule epithelial cell,0.011028378
Kcnc3,0.011022633,0.616136755,Kidney_kidney proximal convoluted tubule epithelial cell,0.011022633
Kcna5,-0.011014348,0.616401979,Kidney_kidney proximal convoluted tubule epithelial cell,0.011014348
Stim2,-0.011014336,0.616402347,Kidney_kidney proximal convoluted tubule epithelial cell,0.011014336
Lrrfip2,0.011000122,0.616857439,Kidney_kidney proximal convoluted tubule epithelial cell,0.011000122
Elp3,-0.010986142,0.617305185,Kidney_kidney proximal convoluted tubule epithelial cell,0.010986142
Flywch2,0.010984167,0.617368446,Kidney_kidney proximal convoluted tubule epithelial cell,0.010984167
Sgsm3,-0.010981504,0.61745377,Kidney_kidney proximal convoluted tubule epithelial cell,0.010981504
Fxn,-0.010978548,0.617548471,Kidney_kidney proximal convoluted tubule epithelial cell,0.010978548
3110009E18Rik,0.010972445,0.617744012,Kidney_kidney proximal convoluted tubule epithelial cell,0.010972445
Lgals4,-0.010964034,0.618013527,Kidney_kidney proximal convoluted tubule epithelial cell,0.010964034
Dennd5a,0.010960697,0.618120495,Kidney_kidney proximal convoluted tubule epithelial cell,0.010960697
Aste1,0.010959715,0.618151965,Kidney_kidney proximal convoluted tubule epithelial cell,0.010959715
Itga1,-0.010959461,0.618160106,Kidney_kidney proximal convoluted tubule epithelial cell,0.010959461
Vsig8,-0.010954912,0.618305928,Kidney_kidney proximal convoluted tubule epithelial cell,0.010954912
Pde12,-0.010954854,0.618307766,Kidney_kidney proximal convoluted tubule epithelial cell,0.010954854
Mkl1,-0.010954746,0.618311232,Kidney_kidney proximal convoluted tubule epithelial cell,0.010954746
2810408A11Rik,-0.010952696,0.618376963,Kidney_kidney proximal convoluted tubule epithelial cell,0.010952696
Lasp1,-0.010949098,0.618492293,Kidney_kidney proximal convoluted tubule epithelial cell,0.010949098
Eftud2,-0.010944349,0.618644562,Kidney_kidney proximal convoluted tubule epithelial cell,0.010944349
Fn1,-0.010943653,0.618666878,Kidney_kidney proximal convoluted tubule epithelial cell,0.010943653
Zbtb8os,-0.010941035,0.618750814,Kidney_kidney proximal convoluted tubule epithelial cell,0.010941035
Pip4k2a,0.010921198,0.619387033,Kidney_kidney proximal convoluted tubule epithelial cell,0.010921198
Slc2a1,-0.010904016,0.619938328,Kidney_kidney proximal convoluted tubule epithelial cell,0.010904016
Siae,-0.010902097,0.619999932,Kidney_kidney proximal convoluted tubule epithelial cell,0.010902097
Zfp511,-0.010897779,0.620138522,Kidney_kidney proximal convoluted tubule epithelial cell,0.010897779
Ahdc1,0.010892872,0.620296031,Kidney_kidney proximal convoluted tubule epithelial cell,0.010892872
Ell,0.01088709,0.620481624,Kidney_kidney proximal convoluted tubule epithelial cell,0.01088709
Rnf166,-0.010879756,0.6207171,Kidney_kidney proximal convoluted tubule epithelial cell,0.010879756
Pgs1,-0.010874154,0.620896981,Kidney_kidney proximal convoluted tubule epithelial cell,0.010874154
Wdr43,0.010865439,0.621176908,Kidney_kidney proximal convoluted tubule epithelial cell,0.010865439
Gm4477,0.010862283,0.621278276,Kidney_kidney proximal convoluted tubule epithelial cell,0.010862283
Arf4,-0.010856931,0.621450208,Kidney_kidney proximal convoluted tubule epithelial cell,0.010856931
Zfp931,0.010853689,0.621554365,Kidney_kidney proximal convoluted tubule epithelial cell,0.010853689
Trim16,0.010852903,0.621579595,Kidney_kidney proximal convoluted tubule epithelial cell,0.010852903
Kank3,-0.010852636,0.621588191,Kidney_kidney proximal convoluted tubule epithelial cell,0.010852636
Olfml3,0.010847833,0.621742523,Kidney_kidney proximal convoluted tubule epithelial cell,0.010847833
Drg1,-0.010841895,0.621933332,Kidney_kidney proximal convoluted tubule epithelial cell,0.010841895
Gm5176,-0.010841482,0.621946605,Kidney_kidney proximal convoluted tubule epithelial cell,0.010841482
Txk,-0.010841482,0.621946605,Kidney_kidney proximal convoluted tubule epithelial cell,0.010841482
D330028D13Rik,-0.010841482,0.621946605,Kidney_kidney proximal convoluted tubule epithelial cell,0.010841482
5730405O15Rik,-0.010841482,0.621946605,Kidney_kidney proximal convoluted tubule epithelial cell,0.010841482
2010305A19Rik,0.010840469,0.621979167,Kidney_kidney proximal convoluted tubule epithelial cell,0.010840469
Tnfaip8l2,0.010830485,0.622300048,Kidney_kidney proximal convoluted tubule epithelial cell,0.010830485
Gys2,-0.010825547,0.622458808,Kidney_kidney proximal convoluted tubule epithelial cell,0.010825547
Akr7a5,-0.010817971,0.622702379,Kidney_kidney proximal convoluted tubule epithelial cell,0.010817971
Rab10,0.010794856,0.623445805,Kidney_kidney proximal convoluted tubule epithelial cell,0.010794856
Ythdf1,-0.010794793,0.623447826,Kidney_kidney proximal convoluted tubule epithelial cell,0.010794793
A430035B10Rik,-0.010794034,0.623472259,Kidney_kidney proximal convoluted tubule epithelial cell,0.010794034
Pus7l,0.010787444,0.623684297,Kidney_kidney proximal convoluted tubule epithelial cell,0.010787444
Slc25a12,-0.010786878,0.62370248,Kidney_kidney proximal convoluted tubule epithelial cell,0.010786878
Bmp1,-0.010783171,0.623821791,Kidney_kidney proximal convoluted tubule epithelial cell,0.010783171
Chfr,-0.010782946,0.623829006,Kidney_kidney proximal convoluted tubule epithelial cell,0.010782946
Ddhd2,-0.010762724,0.624479886,Kidney_kidney proximal convoluted tubule epithelial cell,0.010762724
Gm15787,0.010762398,0.624490393,Kidney_kidney proximal convoluted tubule epithelial cell,0.010762398
Elfn1,0.010756759,0.624671947,Kidney_kidney proximal convoluted tubule epithelial cell,0.010756759
Slmo2,-0.01075305,0.624791355,Kidney_kidney proximal convoluted tubule epithelial cell,0.01075305
6-Sep,0.010752281,0.624816131,Kidney_kidney proximal convoluted tubule epithelial cell,0.010752281
Pigl,-0.010747031,0.624985192,Kidney_kidney proximal convoluted tubule epithelial cell,0.010747031
Creb5,0.01074522,0.625043532,Kidney_kidney proximal convoluted tubule epithelial cell,0.01074522
Trak1,0.010739648,0.625222982,Kidney_kidney proximal convoluted tubule epithelial cell,0.010739648
Nhp2l1,-0.010717305,0.625942855,Kidney_kidney proximal convoluted tubule epithelial cell,0.010717305
Ppp3cc,-0.010695585,0.626642962,Kidney_kidney proximal convoluted tubule epithelial cell,0.010695585
Gpn3,0.01069486,0.626666349,Kidney_kidney proximal convoluted tubule epithelial cell,0.01069486
Ogg1,-0.010674849,0.627311679,Kidney_kidney proximal convoluted tubule epithelial cell,0.010674849
Lysmd2,-0.010674088,0.627336238,Kidney_kidney proximal convoluted tubule epithelial cell,0.010674088
Filip1,-0.010665161,0.627624228,Kidney_kidney proximal convoluted tubule epithelial cell,0.010665161
H2afx,0.010664903,0.627632531,Kidney_kidney proximal convoluted tubule epithelial cell,0.010664903
Tbc1d25,-0.010658757,0.627830863,Kidney_kidney proximal convoluted tubule epithelial cell,0.010658757
1700119H24Rik,-0.010652884,0.628020356,Kidney_kidney proximal convoluted tubule epithelial cell,0.010652884
Spcs2,-0.010652737,0.628025132,Kidney_kidney proximal convoluted tubule epithelial cell,0.010652737
Tex261,-0.010639257,0.628460211,Kidney_kidney proximal convoluted tubule epithelial cell,0.010639257
Tatdn1,-0.010639147,0.628463777,Kidney_kidney proximal convoluted tubule epithelial cell,0.010639147
Hirip3,-0.010638351,0.628489459,Kidney_kidney proximal convoluted tubule epithelial cell,0.010638351
Rictor,0.010633151,0.62865733,Kidney_kidney proximal convoluted tubule epithelial cell,0.010633151
Ptpru,-0.010632432,0.628680562,Kidney_kidney proximal convoluted tubule epithelial cell,0.010632432
Dlgap3,-0.010630384,0.628746688,Kidney_kidney proximal convoluted tubule epithelial cell,0.010630384
Hs6st2,-0.010630384,0.628746688,Kidney_kidney proximal convoluted tubule epithelial cell,0.010630384
Prim1,-0.010625244,0.628912661,Kidney_kidney proximal convoluted tubule epithelial cell,0.010625244
Zfp119b,0.010620582,0.629063193,Kidney_kidney proximal convoluted tubule epithelial cell,0.010620582
Zfp786,0.010606522,0.629517337,Kidney_kidney proximal convoluted tubule epithelial cell,0.010606522
Arg2,0.010605154,0.629561538,Kidney_kidney proximal convoluted tubule epithelial cell,0.010605154
Unc50,-0.01060396,0.629600111,Kidney_kidney proximal convoluted tubule epithelial cell,0.01060396
Lmbr1,0.010603734,0.629607401,Kidney_kidney proximal convoluted tubule epithelial cell,0.010603734
Abca13,-0.010599387,0.629747859,Kidney_kidney proximal convoluted tubule epithelial cell,0.010599387
Wdr25,-0.010591095,0.630015807,Kidney_kidney proximal convoluted tubule epithelial cell,0.010591095
Myom2,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Lrrc20,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Ano4,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Adamts2,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Shbg,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
E130309D14Rik,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Ngb,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
1110046J04Rik,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Ldb3,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Nanos1,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Garnl3,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
D630003M21Rik,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Col24a1,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Pde1c,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Mybpc2,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Nup62-il4i1,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Dscaml1,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Pcsk1n,0.010589856,0.630055825,Kidney_kidney proximal convoluted tubule epithelial cell,0.010589856
Pex11b,-0.010582789,0.630284246,Kidney_kidney proximal convoluted tubule epithelial cell,0.010582789
Mx1,0.010577851,0.630443846,Kidney_kidney proximal convoluted tubule epithelial cell,0.010577851
Fndc4,-0.010570516,0.630680963,Kidney_kidney proximal convoluted tubule epithelial cell,0.010570516
Nt5c2,0.010570146,0.630692929,Kidney_kidney proximal convoluted tubule epithelial cell,0.010570146
Pigv,0.010565365,0.630847522,Kidney_kidney proximal convoluted tubule epithelial cell,0.010565365
Inpp5e,0.010556319,0.63114005,Kidney_kidney proximal convoluted tubule epithelial cell,0.010556319
Zc3h7b,-0.010555616,0.631162776,Kidney_kidney proximal convoluted tubule epithelial cell,0.010555616
Ahr,0.010542714,0.631580086,Kidney_kidney proximal convoluted tubule epithelial cell,0.010542714
Pacsin2,-0.010536294,0.631787803,Kidney_kidney proximal convoluted tubule epithelial cell,0.010536294
D16Ertd472e,-0.010534283,0.631852875,Kidney_kidney proximal convoluted tubule epithelial cell,0.010534283
Rtn2,-0.010527336,0.632077666,Kidney_kidney proximal convoluted tubule epithelial cell,0.010527336
Coq5,0.01052715,0.632083678,Kidney_kidney proximal convoluted tubule epithelial cell,0.01052715
Ltf,-0.010520433,0.632301066,Kidney_kidney proximal convoluted tubule epithelial cell,0.010520433
Osgin2,-0.010513126,0.632537593,Kidney_kidney proximal convoluted tubule epithelial cell,0.010513126
Igsf6,0.010505067,0.632798471,Kidney_kidney proximal convoluted tubule epithelial cell,0.010505067
Trim13,-0.010500876,0.632934186,Kidney_kidney proximal convoluted tubule epithelial cell,0.010500876
Chmp6,-0.010488555,0.633333191,Kidney_kidney proximal convoluted tubule epithelial cell,0.010488555
Pgp,-0.01047415,0.63379981,Kidney_kidney proximal convoluted tubule epithelial cell,0.01047415
Cep120,0.010472388,0.633856903,Kidney_kidney proximal convoluted tubule epithelial cell,0.010472388
